State,Year,Count,Sheltered,Unsheltered
Alaska,2007-01-01,224,True,True
Alaska,2007-01-01,696,False,True
Alaska,2007-01-01,278,True,False
Alaska,2007-01-01,187,True,True
Alaska,2007-01-01,842,True,False
Alaska,2007-01-01,589,True,True
Alaska,2007-01-01,253,True,False
Alaska,2007-01-01,974,True,True
Alaska,2007-01-01,37,True,True
Alaska,2007-01-01,132,False,True
Alaska,2007-01-01,107,False,True
Alaska,2007-01-01,25,True,True
Alaska,2007-01-01,54,True,True
Alaska,2007-01-01,366,False,True
Alaska,2007-01-01,302,True,False
Alaska,2007-01-01,34,True,True
Alaska,2007-01-01,545,True,False
Alaska,2007-01-01,302,True,True
Alaska,2007-01-01,243,True,False
Alaska,2007-01-01,668,True,True
Alaska,2007-01-01,20,True,True
Alaska,2007-01-01,123,False,True
Alaska,2007-01-01,64,False,True
Alaska,2007-01-01,59,True,True
Alabama,2007-01-01,516,True,True
Alabama,2007-01-01,1529,False,True
Alabama,2007-01-01,575,True,False
Alabama,2007-01-01,269,True,True
Alabama,2007-01-01,1240,True,False
Alabama,2007-01-01,833,True,True
Alabama,2007-01-01,407,True,False
Alabama,2007-01-01,2104,True,True
Alabama,2007-01-01,247,True,True
Alabama,2007-01-01,864,False,True
Alabama,2007-01-01,696,False,True
Alabama,2007-01-01,168,True,True
Alabama,2007-01-01,84,True,True
Alabama,2007-01-01,499,False,True
Alabama,2007-01-01,150,True,False
Alabama,2007-01-01,10,True,True
Alabama,2007-01-01,410,True,False
Alabama,2007-01-01,260,True,True
Alabama,2007-01-01,150,True,False
Alabama,2007-01-01,649,True,True
Alabama,2007-01-01,74,True,True
Alabama,2007-01-01,239,False,True
Alabama,2007-01-01,239,False,True
Alabama,2007-01-01,0,True,True
Alabama,2007-01-01,8,True,True
Alabama,2007-01-01,143,False,True
Alabama,2007-01-01,122,True,False
Alabama,2007-01-01,0,True,True
Alabama,2007-01-01,131,True,False
Alabama,2007-01-01,93,True,True
Alabama,2007-01-01,38,True,False
Alabama,2007-01-01,265,True,True
Alabama,2007-01-01,8,True,True
Alabama,2007-01-01,134,False,True
Alabama,2007-01-01,50,False,True
Alabama,2007-01-01,84,True,True
Alabama,2007-01-01,215,True,True
Alabama,2007-01-01,761,False,True
Alabama,2007-01-01,69,True,False
Alabama,2007-01-01,144,True,True
Alabama,2007-01-01,756,True,False
Alabama,2007-01-01,687,True,True
Alabama,2007-01-01,69,True,False
Alabama,2007-01-01,830,True,True
Alabama,2007-01-01,71,True,True
Alabama,2007-01-01,74,False,True
Alabama,2007-01-01,74,False,True
Alabama,2007-01-01,0,True,True
Alabama,2007-01-01,108,True,True
Alabama,2007-01-01,392,False,True
Alabama,2007-01-01,64,True,False
Alabama,2007-01-01,39,True,True
Alabama,2007-01-01,331,True,False
Alabama,2007-01-01,270,True,True
Alabama,2007-01-01,61,True,False
Alabama,2007-01-01,456,True,True
Alabama,2007-01-01,69,True,True
Alabama,2007-01-01,125,False,True
Alabama,2007-01-01,122,False,True
Alabama,2007-01-01,3,True,True
Alabama,2007-01-01,4,True,True
Alabama,2007-01-01,103,False,True
Alabama,2007-01-01,16,True,False
Alabama,2007-01-01,0,True,True
Alabama,2007-01-01,104,True,False
Alabama,2007-01-01,90,True,True
Alabama,2007-01-01,14,True,False
Alabama,2007-01-01,119,True,True
Alabama,2007-01-01,4,True,True
Alabama,2007-01-01,15,False,True
Alabama,2007-01-01,13,False,True
Alabama,2007-01-01,2,True,True
Alabama,2007-01-01,15,True,True
Alabama,2007-01-01,294,False,True
Alabama,2007-01-01,51,True,False
Alabama,2007-01-01,15,True,True
Alabama,2007-01-01,332,True,False
Alabama,2007-01-01,285,True,True
Alabama,2007-01-01,47,True,False
Alabama,2007-01-01,345,True,True
Alabama,2007-01-01,0,True,True
Alabama,2007-01-01,13,False,True
Alabama,2007-01-01,9,False,True
Alabama,2007-01-01,4,True,True
Alabama,2007-01-01,43,True,True
Alabama,2007-01-01,463,False,True
Alabama,2007-01-01,221,True,False
Alabama,2007-01-01,6,True,True
Alabama,2007-01-01,492,True,False
Alabama,2007-01-01,305,True,True
Alabama,2007-01-01,187,True,False
Alabama,2007-01-01,684,True,True
Alabama,2007-01-01,37,True,True
Alabama,2007-01-01,192,False,True
Alabama,2007-01-01,158,False,True
Alabama,2007-01-01,34,True,True
Arkansas,2007-01-01,491,True,True
Arkansas,2007-01-01,1632,False,True
Arkansas,2007-01-01,190,True,False
Arkansas,2007-01-01,300,True,True
Arkansas,2007-01-01,1187,True,False
Arkansas,2007-01-01,1009,True,True
Arkansas,2007-01-01,178,True,False
Arkansas,2007-01-01,1822,True,True
Arkansas,2007-01-01,191,True,True
Arkansas,2007-01-01,635,False,True
Arkansas,2007-01-01,623,False,True
Arkansas,2007-01-01,12,True,True
Arkansas,2007-01-01,34,True,True
Arkansas,2007-01-01,157,False,True
Arkansas,2007-01-01,122,True,False
Arkansas,2007-01-01,25,True,True
Arkansas,2007-01-01,244,True,False
Arkansas,2007-01-01,133,True,True
Arkansas,2007-01-01,111,True,False
Arkansas,2007-01-01,279,True,True
Arkansas,2007-01-01,9,True,True
Arkansas,2007-01-01,35,False,True
Arkansas,2007-01-01,24,False,True
Arkansas,2007-01-01,11,True,True
Arkansas,2007-01-01,15,True,True
Arkansas,2007-01-01,87,False,True
Arkansas,2007-01-01,76,True,False
Arkansas,2007-01-01,0,True,True
Arkansas,2007-01-01,59,True,False
Arkansas,2007-01-01,19,True,True
Arkansas,2007-01-01,40,True,False
Arkansas,2007-01-01,163,True,True
Arkansas,2007-01-01,15,True,True
Arkansas,2007-01-01,104,False,True
Arkansas,2007-01-01,68,False,True
Arkansas,2007-01-01,36,True,True
Arkansas,2007-01-01,228,True,True
Arkansas,2007-01-01,626,False,True
Arkansas,2007-01-01,275,True,False
Arkansas,2007-01-01,43,True,True
Arkansas,2007-01-01,391,True,False
Arkansas,2007-01-01,347,True,True
Arkansas,2007-01-01,44,True,False
Arkansas,2007-01-01,901,True,True
Arkansas,2007-01-01,185,True,True
Arkansas,2007-01-01,510,False,True
Arkansas,2007-01-01,279,False,True
Arkansas,2007-01-01,231,True,True
Arkansas,2007-01-01,25,True,True
Arkansas,2007-01-01,35,False,True
Arkansas,2007-01-01,95,True,False
Arkansas,2007-01-01,25,True,True
Arkansas,2007-01-01,120,True,False
Arkansas,2007-01-01,32,True,True
Arkansas,2007-01-01,88,True,False
Arkansas,2007-01-01,130,True,True
Arkansas,2007-01-01,0,True,True
Arkansas,2007-01-01,10,False,True
Arkansas,2007-01-01,3,False,True
Arkansas,2007-01-01,7,True,True
Arkansas,2007-01-01,1,True,True
Arkansas,2007-01-01,21,False,True
Arkansas,2007-01-01,0,True,False
Arkansas,2007-01-01,0,True,True
Arkansas,2007-01-01,18,True,False
Arkansas,2007-01-01,18,True,True
Arkansas,2007-01-01,0,True,False
Arkansas,2007-01-01,21,True,True
Arkansas,2007-01-01,1,True,True
Arkansas,2007-01-01,3,False,True
Arkansas,2007-01-01,3,False,True
Arkansas,2007-01-01,0,True,True
Arkansas,2007-01-01,35,True,True
Arkansas,2007-01-01,157,False,True
Arkansas,2007-01-01,37,True,False
Arkansas,2007-01-01,15,True,True
Arkansas,2007-01-01,147,True,False
Arkansas,2007-01-01,111,True,True
Arkansas,2007-01-01,36,True,False
Arkansas,2007-01-01,194,True,True
Arkansas,2007-01-01,20,True,True
Arkansas,2007-01-01,47,False,True
Arkansas,2007-01-01,46,False,True
Arkansas,2007-01-01,1,True,True
Arkansas,2007-01-01,3,True,True
Arkansas,2007-01-01,4,False,True
Arkansas,2007-01-01,0,True,False
Arkansas,2007-01-01,1,True,True
Arkansas,2007-01-01,2,True,False
Arkansas,2007-01-01,2,True,True
Arkansas,2007-01-01,0,True,False
Arkansas,2007-01-01,4,True,True
Arkansas,2007-01-01,2,True,True
Arkansas,2007-01-01,2,False,True
Arkansas,2007-01-01,2,False,True
Arkansas,2007-01-01,0,True,True
Arkansas,2007-01-01,20,True,True
Arkansas,2007-01-01,268,False,True
Arkansas,2007-01-01,54,True,False
Arkansas,2007-01-01,0,True,True
Arkansas,2007-01-01,117,True,False
Arkansas,2007-01-01,95,True,True
Arkansas,2007-01-01,22,True,False
Arkansas,2007-01-01,322,True,True
Arkansas,2007-01-01,20,True,True
Arkansas,2007-01-01,205,False,True
Arkansas,2007-01-01,173,False,True
Arkansas,2007-01-01,32,True,True
Arizona,2007-01-01,425,True,True
Arizona,2007-01-01,2235,False,True
Arizona,2007-01-01,762,True,False
Arizona,2007-01-01,93,True,True
Arizona,2007-01-01,1013,True,False
Arizona,2007-01-01,532,True,True
Arizona,2007-01-01,481,True,False
Arizona,2007-01-01,2997,True,True
Arizona,2007-01-01,332,True,True
Arizona,2007-01-01,1984,False,True
Arizona,2007-01-01,1703,False,True
Arizona,2007-01-01,281,True,True
Arizona,2007-01-01,890,True,True
Arizona,2007-01-01,2258,False,True
Arizona,2007-01-01,943,True,False
Arizona,2007-01-01,150,True,True
Arizona,2007-01-01,2010,True,False
Arizona,2007-01-01,1159,True,True
Arizona,2007-01-01,851,True,False
Arizona,2007-01-01,3201,True,True
Arizona,2007-01-01,740,True,True
Arizona,2007-01-01,1191,False,True
Arizona,2007-01-01,1099,False,True
Arizona,2007-01-01,92,True,True
Arizona,2007-01-01,1489,True,True
Arizona,2007-01-01,5527,False,True
Arizona,2007-01-01,2921,True,False
Arizona,2007-01-01,407,True,True
Arizona,2007-01-01,5595,True,False
Arizona,2007-01-01,2732,True,True
Arizona,2007-01-01,2863,True,False
Arizona,2007-01-01,8448,True,True
Arizona,2007-01-01,1082,True,True
Arizona,2007-01-01,2853,False,True
Arizona,2007-01-01,2795,False,True
Arizona,2007-01-01,58,True,True
California,2007-01-01,1757,True,True
California,2007-01-01,5945,False,True
California,2007-01-01,1257,True,False
California,2007-01-01,223,True,True
California,2007-01-01,2101,True,False
California,2007-01-01,1105,True,True
California,2007-01-01,996,True,False
California,2007-01-01,7202,True,True
California,2007-01-01,1534,True,True
California,2007-01-01,5101,False,True
California,2007-01-01,4840,False,True
California,2007-01-01,261,True,True
California,2007-01-01,1735,True,True
California,2007-01-01,5171,False,True
California,2007-01-01,532,True,False
California,2007-01-01,738,True,True
California,2007-01-01,2912,True,False
California,2007-01-01,2400,True,True
California,2007-01-01,512,True,False
California,2007-01-01,5703,True,True
California,2007-01-01,997,True,True
California,2007-01-01,2791,False,True
California,2007-01-01,2771,False,True
California,2007-01-01,20,True,True
California,2007-01-01,1257,True,True
California,2007-01-01,3026,False,True
California,2007-01-01,1812,True,False
California,2007-01-01,318,True,True
California,2007-01-01,2342,True,False
California,2007-01-01,1257,True,True
California,2007-01-01,1085,True,False
California,2007-01-01,4838,True,True
California,2007-01-01,939,True,True
California,2007-01-01,2496,False,True
California,2007-01-01,1769,False,True
California,2007-01-01,727,True,True
California,2007-01-01,718,True,True
California,2007-01-01,1965,False,True
California,2007-01-01,487,True,False
California,2007-01-01,215,True,True
California,2007-01-01,1447,True,False
California,2007-01-01,982,True,True
California,2007-01-01,465,True,False
California,2007-01-01,2452,True,True
California,2007-01-01,503,True,True
California,2007-01-01,1005,False,True
California,2007-01-01,983,False,True
California,2007-01-01,22,True,True
California,2007-01-01,297,True,True
California,2007-01-01,888,False,True
California,2007-01-01,426,True,False
California,2007-01-01,79,True,True
California,2007-01-01,782,True,False
California,2007-01-01,407,True,True
California,2007-01-01,375,True,False
California,2007-01-01,1314,True,True
California,2007-01-01,218,True,True
California,2007-01-01,532,False,True
California,2007-01-01,481,False,True
California,2007-01-01,51,True,True
California,2007-01-01,1225,True,True
California,2007-01-01,2892,False,True
California,2007-01-01,1170,True,False
California,2007-01-01,88,True,True
California,2007-01-01,903,True,False
California,2007-01-01,332,True,True
California,2007-01-01,571,True,False
California,2007-01-01,4062,True,True
California,2007-01-01,1137,True,True
California,2007-01-01,3159,False,True
California,2007-01-01,2560,False,True
California,2007-01-01,599,True,True
California,2007-01-01,336,True,True
California,2007-01-01,1149,False,True
California,2007-01-01,253,True,False
California,2007-01-01,27,True,True
California,2007-01-01,509,True,False
California,2007-01-01,262,True,True
California,2007-01-01,247,True,False
California,2007-01-01,1402,True,True
California,2007-01-01,309,True,True
California,2007-01-01,893,False,True
California,2007-01-01,887,False,True
California,2007-01-01,6,True,True
California,2007-01-01,172,True,True
California,2007-01-01,846,False,True
California,2007-01-01,156,True,False
California,2007-01-01,41,True,True
California,2007-01-01,602,True,False
California,2007-01-01,465,True,True
California,2007-01-01,137,True,False
California,2007-01-01,1002,True,True
California,2007-01-01,131,True,True
California,2007-01-01,400,False,True
California,2007-01-01,381,False,True
California,2007-01-01,19,True,True
California,2007-01-01,1161,True,True
California,2007-01-01,2408,False,True
California,2007-01-01,381,True,False
California,2007-01-01,68,True,True
California,2007-01-01,486,True,False
California,2007-01-01,261,True,True
California,2007-01-01,225,True,False
California,2007-01-01,2789,True,True
California,2007-01-01,1093,True,True
California,2007-01-01,2303,False,True
California,2007-01-01,2147,False,True
California,2007-01-01,156,True,True
California,2007-01-01,520,True,True
California,2007-01-01,1192,False,True
California,2007-01-01,230,True,False
California,2007-01-01,136,True,True
California,2007-01-01,284,True,False
California,2007-01-01,164,True,True
California,2007-01-01,120,True,False
California,2007-01-01,1422,True,True
California,2007-01-01,384,True,True
California,2007-01-01,1138,False,True
California,2007-01-01,1028,False,True
California,2007-01-01,110,True,True
California,2007-01-01,552,True,True
California,2007-01-01,1001,False,True
California,2007-01-01,592,True,False
California,2007-01-01,82,True,True
California,2007-01-01,634,True,False
California,2007-01-01,282,True,True
California,2007-01-01,352,True,False
California,2007-01-01,1593,True,True
California,2007-01-01,470,True,True
California,2007-01-01,959,False,True
California,2007-01-01,719,False,True
California,2007-01-01,240,True,True
California,2007-01-01,201,True,True
California,2007-01-01,1657,False,True
California,2007-01-01,822,True,False
California,2007-01-01,144,True,True
California,2007-01-01,2176,True,False
California,2007-01-01,1417,True,True
California,2007-01-01,759,True,False
California,2007-01-01,2479,True,True
California,2007-01-01,57,True,True
California,2007-01-01,303,False,True
California,2007-01-01,240,False,True
California,2007-01-01,63,True,True
California,2007-01-01,475,True,True
California,2007-01-01,1388,False,True
California,2007-01-01,410,True,False
California,2007-01-01,25,True,True
California,2007-01-01,704,True,False
California,2007-01-01,310,True,True
California,2007-01-01,394,True,False
California,2007-01-01,1798,True,True
California,2007-01-01,450,True,True
California,2007-01-01,1094,False,True
California,2007-01-01,1078,False,True
California,2007-01-01,16,True,True
California,2007-01-01,49,True,True
California,2007-01-01,537,False,True
California,2007-01-01,569,True,False
California,2007-01-01,6,True,True
California,2007-01-01,280,True,False
California,2007-01-01,168,True,True
California,2007-01-01,112,True,False
California,2007-01-01,1106,True,True
California,2007-01-01,43,True,True
California,2007-01-01,826,False,True
California,2007-01-01,369,False,True
California,2007-01-01,457,True,True
California,2007-01-01,941,True,True
California,2007-01-01,2666,False,True
California,2007-01-01,1581,True,False
California,2007-01-01,629,True,True
California,2007-01-01,2735,True,False
California,2007-01-01,2029,True,True
California,2007-01-01,706,True,False
California,2007-01-01,4247,True,True
California,2007-01-01,312,True,True
California,2007-01-01,1512,False,True
California,2007-01-01,637,False,True
California,2007-01-01,875,True,True
California,2007-01-01,48,True,True
California,2007-01-01,368,False,True
California,2007-01-01,219,True,False
California,2007-01-01,22,True,True
California,2007-01-01,450,True,False
California,2007-01-01,244,True,True
California,2007-01-01,206,True,False
California,2007-01-01,587,True,True
California,2007-01-01,26,True,True
California,2007-01-01,137,False,True
California,2007-01-01,124,False,True
California,2007-01-01,13,True,True
California,2007-01-01,86,True,True
California,2007-01-01,147,False,True
California,2007-01-01,149,True,False
California,2007-01-01,67,True,True
California,2007-01-01,250,True,False
California,2007-01-01,121,True,True
California,2007-01-01,129,True,False
California,2007-01-01,296,True,True
California,2007-01-01,19,True,True
California,2007-01-01,46,False,True
California,2007-01-01,26,False,True
California,2007-01-01,20,True,True
California,2007-01-01,150,True,True
California,2007-01-01,236,False,True
California,2007-01-01,129,True,False
California,2007-01-01,52,True,True
California,2007-01-01,219,True,False
California,2007-01-01,114,True,True
California,2007-01-01,105,True,False
California,2007-01-01,365,True,True
California,2007-01-01,98,True,True
California,2007-01-01,146,False,True
California,2007-01-01,122,False,True
California,2007-01-01,24,True,True
California,2007-01-01,524,True,True
California,2007-01-01,818,False,True
California,2007-01-01,1138,True,False
California,2007-01-01,31,True,True
California,2007-01-01,457,True,False
California,2007-01-01,225,True,True
California,2007-01-01,232,True,False
California,2007-01-01,1956,True,True
California,2007-01-01,493,True,True
California,2007-01-01,1499,False,True
California,2007-01-01,593,False,True
California,2007-01-01,906,True,True
California,2007-01-01,353,True,True
California,2007-01-01,1057,False,True
California,2007-01-01,421,True,False
California,2007-01-01,188,True,True
California,2007-01-01,936,True,False
California,2007-01-01,589,True,True
California,2007-01-01,347,True,False
California,2007-01-01,1478,True,True
California,2007-01-01,165,True,True
California,2007-01-01,542,False,True
California,2007-01-01,468,False,True
California,2007-01-01,74,True,True
California,2007-01-01,701,True,True
California,2007-01-01,2195,False,True
California,2007-01-01,446,True,False
California,2007-01-01,0,True,True
California,2007-01-01,221,True,False
California,2007-01-01,186,True,True
California,2007-01-01,35,True,False
California,2007-01-01,2641,True,True
California,2007-01-01,701,True,True
California,2007-01-01,2420,False,True
California,2007-01-01,2009,False,True
California,2007-01-01,411,True,True
California,2007-01-01,93,True,True
California,2007-01-01,292,False,True
California,2007-01-01,122,True,False
California,2007-01-01,15,True,True
California,2007-01-01,228,True,False
California,2007-01-01,110,True,True
California,2007-01-01,118,True,False
California,2007-01-01,414,True,True
California,2007-01-01,78,True,True
California,2007-01-01,186,False,True
California,2007-01-01,182,False,True
California,2007-01-01,4,True,True
California,2007-01-01,219,True,True
California,2007-01-01,366,False,True
California,2007-01-01,541,True,False
California,2007-01-01,29,True,True
California,2007-01-01,322,True,False
California,2007-01-01,139,True,True
California,2007-01-01,183,True,False
California,2007-01-01,907,True,True
California,2007-01-01,190,True,True
California,2007-01-01,585,False,True
California,2007-01-01,227,False,True
California,2007-01-01,358,True,True
California,2007-01-01,27,True,True
California,2007-01-01,61,False,True
California,2007-01-01,94,True,False
California,2007-01-01,0,True,True
California,2007-01-01,54,True,False
California,2007-01-01,18,True,True
California,2007-01-01,36,True,False
California,2007-01-01,155,True,True
California,2007-01-01,27,True,True
California,2007-01-01,101,False,True
California,2007-01-01,43,False,True
California,2007-01-01,58,True,True
California,2007-01-01,44,True,True
California,2007-01-01,212,False,True
California,2007-01-01,150,True,False
California,2007-01-01,9,True,True
California,2007-01-01,299,True,False
California,2007-01-01,153,True,True
California,2007-01-01,146,True,False
California,2007-01-01,362,True,True
California,2007-01-01,35,True,True
California,2007-01-01,63,False,True
California,2007-01-01,59,False,True
California,2007-01-01,4,True,True
California,2007-01-01,8,True,True
California,2007-01-01,65,False,True
California,2007-01-01,42,True,False
California,2007-01-01,7,True,True
California,2007-01-01,91,True,False
California,2007-01-01,54,True,True
California,2007-01-01,37,True,False
California,2007-01-01,107,True,True
California,2007-01-01,1,True,True
California,2007-01-01,16,False,True
California,2007-01-01,11,False,True
California,2007-01-01,5,True,True
California,2007-01-01,90,True,True
California,2007-01-01,252,False,True
California,2007-01-01,148,True,False
California,2007-01-01,14,True,True
California,2007-01-01,79,True,False
California,2007-01-01,26,True,True
California,2007-01-01,53,True,False
California,2007-01-01,400,True,True
California,2007-01-01,76,True,True
California,2007-01-01,321,False,True
California,2007-01-01,226,False,True
California,2007-01-01,95,True,True
California,2007-01-01,19031,True,True
California,2007-01-01,44185,False,True
California,2007-01-01,3677,True,False
California,2007-01-01,1604,True,True
California,2007-01-01,11442,True,False
California,2007-01-01,8417,True,True
California,2007-01-01,3025,True,False
California,2007-01-01,47862,True,True
California,2007-01-01,17427,True,True
California,2007-01-01,36420,False,True
California,2007-01-01,35768,False,True
California,2007-01-01,652,True,True
California,2007-01-01,975,True,True
California,2007-01-01,5295,False,True
California,2007-01-01,2031,True,False
California,2007-01-01,268,True,True
California,2007-01-01,3981,True,False
California,2007-01-01,2345,True,True
California,2007-01-01,1636,True,False
California,2007-01-01,7326,True,True
California,2007-01-01,707,True,True
California,2007-01-01,3345,False,True
California,2007-01-01,2950,False,True
California,2007-01-01,395,True,True
California,2007-01-01,257,True,True
California,2007-01-01,2112,False,True
California,2007-01-01,1537,True,False
California,2007-01-01,36,True,True
California,2007-01-01,2578,True,False
California,2007-01-01,1296,True,True
California,2007-01-01,1282,True,False
California,2007-01-01,3649,True,True
California,2007-01-01,221,True,True
California,2007-01-01,1071,False,True
California,2007-01-01,816,False,True
California,2007-01-01,255,True,True
California,2007-01-01,503,True,True
California,2007-01-01,3212,False,True
California,2007-01-01,1041,True,False
California,2007-01-01,244,True,True
California,2007-01-01,1480,True,False
California,2007-01-01,711,True,True
California,2007-01-01,769,True,False
California,2007-01-01,4253,True,True
California,2007-01-01,259,True,True
California,2007-01-01,2773,False,True
California,2007-01-01,2501,False,True
California,2007-01-01,272,True,True
California,2007-01-01,316,True,True
California,2007-01-01,1248,False,True
California,2007-01-01,289,True,False
California,2007-01-01,69,True,True
California,2007-01-01,905,True,False
California,2007-01-01,646,True,True
California,2007-01-01,259,True,False
California,2007-01-01,1537,True,True
California,2007-01-01,247,True,True
California,2007-01-01,632,False,True
California,2007-01-01,602,False,True
California,2007-01-01,30,True,True
California,2007-01-01,628,True,True
California,2007-01-01,2814,False,True
California,2007-01-01,1015,True,False
California,2007-01-01,0,True,True
California,2007-01-01,1679,True,False
California,2007-01-01,1189,True,True
California,2007-01-01,490,True,False
California,2007-01-01,3829,True,True
California,2007-01-01,628,True,True
California,2007-01-01,2150,False,True
California,2007-01-01,1625,False,True
California,2007-01-01,525,True,True
California,2007-01-01,279,True,True
California,2007-01-01,676,False,True
California,2007-01-01,293,True,False
California,2007-01-01,59,True,True
California,2007-01-01,434,True,False
California,2007-01-01,298,True,True
California,2007-01-01,136,True,False
California,2007-01-01,969,True,True
California,2007-01-01,220,True,True
California,2007-01-01,535,False,True
California,2007-01-01,378,False,True
California,2007-01-01,157,True,True
California,2007-01-01,1003,True,True
California,2007-01-01,3343,False,True
California,2007-01-01,1165,True,False
California,2007-01-01,154,True,True
California,2007-01-01,1330,True,False
California,2007-01-01,612,True,True
California,2007-01-01,718,True,False
California,2007-01-01,4508,True,True
California,2007-01-01,849,True,True
California,2007-01-01,3178,False,True
California,2007-01-01,2731,False,True
California,2007-01-01,447,True,True
California,2007-01-01,2386,True,True
California,2007-01-01,6191,False,True
California,2007-01-01,778,True,False
California,2007-01-01,142,True,True
California,2007-01-01,1220,True,False
California,2007-01-01,609,True,True
California,2007-01-01,611,True,False
California,2007-01-01,6969,True,True
California,2007-01-01,2244,True,True
California,2007-01-01,5749,False,True
California,2007-01-01,5582,False,True
California,2007-01-01,167,True,True
California,2007-01-01,301,True,True
California,2007-01-01,1513,False,True
California,2007-01-01,448,True,False
California,2007-01-01,42,True,True
California,2007-01-01,426,True,False
California,2007-01-01,247,True,True
California,2007-01-01,179,True,False
California,2007-01-01,1961,True,True
California,2007-01-01,259,True,True
California,2007-01-01,1535,False,True
California,2007-01-01,1266,False,True
California,2007-01-01,269,True,True
California,2007-01-01,79,True,True
California,2007-01-01,161,False,True
California,2007-01-01,135,True,False
California,2007-01-01,64,True,True
California,2007-01-01,233,True,False
California,2007-01-01,123,True,True
California,2007-01-01,110,True,False
California,2007-01-01,296,True,True
California,2007-01-01,15,True,True
California,2007-01-01,63,False,True
California,2007-01-01,38,False,True
California,2007-01-01,25,True,True
California,2007-01-01,229,True,True
California,2007-01-01,54,False,True
California,2007-01-01,288,True,False
California,2007-01-01,0,True,True
California,2007-01-01,113,True,False
California,2007-01-01,54,True,True
California,2007-01-01,59,True,False
California,2007-01-01,342,True,True
California,2007-01-01,229,True,True
California,2007-01-01,229,False,True
California,2007-01-01,0,False,True
California,2007-01-01,229,True,True
California,2007-01-01,615,True,True
California,2007-01-01,1348,False,True
California,2007-01-01,1060,True,False
California,2007-01-01,15,True,True
California,2007-01-01,187,True,False
California,2007-01-01,130,True,True
California,2007-01-01,57,True,False
California,2007-01-01,2408,True,True
California,2007-01-01,600,True,True
California,2007-01-01,2221,False,True
California,2007-01-01,1218,False,True
California,2007-01-01,1003,True,True
Colorado,2007-01-01,1443,True,True
Colorado,2007-01-01,2633,False,True
Colorado,2007-01-01,1817,True,False
Colorado,2007-01-01,31,True,True
Colorado,2007-01-01,1093,True,False
Colorado,2007-01-01,451,True,True
Colorado,2007-01-01,642,True,False
Colorado,2007-01-01,4450,True,True
Colorado,2007-01-01,1412,True,True
Colorado,2007-01-01,3357,False,True
Colorado,2007-01-01,2182,False,True
Colorado,2007-01-01,1175,True,True
Colorado,2007-01-01,412,True,True
Colorado,2007-01-01,3449,False,True
Colorado,2007-01-01,5249,True,False
Colorado,2007-01-01,272,True,True
Colorado,2007-01-01,5185,True,False
Colorado,2007-01-01,2169,True,True
Colorado,2007-01-01,3016,True,False
Colorado,2007-01-01,8698,True,True
Colorado,2007-01-01,140,True,True
Colorado,2007-01-01,3513,False,True
Colorado,2007-01-01,1280,False,True
Colorado,2007-01-01,2233,True,True
Colorado,2007-01-01,195,True,True
Colorado,2007-01-01,762,False,True
Colorado,2007-01-01,315,True,False
Colorado,2007-01-01,101,True,True
Colorado,2007-01-01,693,True,False
Colorado,2007-01-01,434,True,True
Colorado,2007-01-01,259,True,False
Colorado,2007-01-01,1077,True,True
Colorado,2007-01-01,94,True,True
Colorado,2007-01-01,384,False,True
Colorado,2007-01-01,328,False,True
Colorado,2007-01-01,56,True,True
Connecticut,2007-01-01,135,True,True
Connecticut,2007-01-01,627,False,True
Connecticut,2007-01-01,292,True,False
Connecticut,2007-01-01,75,True,True
Connecticut,2007-01-01,789,True,False
Connecticut,2007-01-01,504,True,True
Connecticut,2007-01-01,285,True,False
Connecticut,2007-01-01,919,True,True
Connecticut,2007-01-01,60,True,True
Connecticut,2007-01-01,130,False,True
Connecticut,2007-01-01,123,False,True
Connecticut,2007-01-01,7,True,True
Connecticut,2007-01-01,888,True,True
Connecticut,2007-01-01,2546,False,True
Connecticut,2007-01-01,1017,True,False
Connecticut,2007-01-01,521,True,True
Connecticut,2007-01-01,2882,True,False
Connecticut,2007-01-01,1952,True,True
Connecticut,2007-01-01,930,True,False
Connecticut,2007-01-01,3563,True,True
Connecticut,2007-01-01,367,True,True
Connecticut,2007-01-01,681,False,True
Connecticut,2007-01-01,594,False,True
Connecticut,2007-01-01,87,True,True
District of Columbia,2007-01-01,1760,True,True
District of Columbia,2007-01-01,3717,False,True
District of Columbia,2007-01-01,1603,True,False
District of Columbia,2007-01-01,1439,True,True
District of Columbia,2007-01-01,4980,True,False
District of Columbia,2007-01-01,3377,True,True
District of Columbia,2007-01-01,1603,True,False
District of Columbia,2007-01-01,5320,True,True
District of Columbia,2007-01-01,321,True,True
District of Columbia,2007-01-01,340,False,True
District of Columbia,2007-01-01,340,False,True
District of Columbia,2007-01-01,0,True,True
Delaware,2007-01-01,150,True,True
Delaware,2007-01-01,716,False,True
Delaware,2007-01-01,345,True,False
Delaware,2007-01-01,76,True,True
Delaware,2007-01-01,854,True,False
Delaware,2007-01-01,530,True,True
Delaware,2007-01-01,324,True,False
Delaware,2007-01-01,1061,True,True
Delaware,2007-01-01,74,True,True
Delaware,2007-01-01,207,False,True
Delaware,2007-01-01,186,False,True
Delaware,2007-01-01,21,True,True
Florida,2007-01-01,135,True,True
Florida,2007-01-01,777,False,True
Florida,2007-01-01,235,True,False
Florida,2007-01-01,0,True,True
Florida,2007-01-01,494,True,False
Florida,2007-01-01,342,True,True
Florida,2007-01-01,152,True,False
Florida,2007-01-01,1012,True,True
Florida,2007-01-01,135,True,True
